file	line	selector	callKey	property	value	code	initialClassification	classification	registryId	contract	owner	resolution
server/public/css/style.css	2530	.tournament-drag-player		border-radius	var(--radius-sm)	css-ownership	component-owner	component-owner	player-selection-actions	components/controls.md#strukturziele-mit-44-px	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	2533	.tournament-drag-player		font-size	inherit	css-ownership	component-owner	component-owner	player-selection-actions	components/controls.md#strukturziele-mit-44-px	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	2631	.tournament-lobby-copy		width	var(--tap-target-size)	css-ownership	component-owner	component-owner	row-icons	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	2632	.tournament-lobby-copy		min-height	var(--control-height)	css-ownership	component-owner	component-owner	row-icons	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	2695	.dt-date-input		width	100%	css-ownership	component-owner	component-owner	date-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	2696	.dt-date-input		border-radius	var(--radius-sm)	css-ownership	component-owner	component-owner	date-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	2702	.dt-calendar-btn		width	var(--tap-target-size)	css-ownership	component-owner	component-owner	date-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	2703	.dt-calendar-btn		min-height	var(--control-height)	css-ownership	component-owner	component-owner	date-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	2704	.dt-calendar-btn		padding	0	css-ownership	component-owner	component-owner	date-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	2706	.dt-calendar-btn		border-radius	var(--radius-sm)	css-ownership	component-owner	component-owner	date-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	2718	.dt-time-input		width	88px	css-ownership	component-owner	component-owner	date-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	2766	.dt-popover-month-year select		min-width	0	css-ownership	violation	permanent-variant	calendar-month-fields	components/date-time-field.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Complete the concrete registry ownership/variant entry; product declaration remains unchanged.
server/public/css/style.css	2767	.dt-popover-month-year select		padding	var(--space-1) var(--space-2)	css-ownership	violation	permanent-variant	calendar-month-fields	components/date-time-field.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Complete the concrete registry ownership/variant entry; product declaration remains unchanged.
server/public/css/style.css	2768	.dt-popover-month-year select		font-size	var(--font-size-sm)	css-ownership	violation	permanent-variant	calendar-month-fields	components/date-time-field.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Complete the concrete registry ownership/variant entry; product declaration remains unchanged.
server/public/css/style.css	2799	.dt-day		width	100%	css-ownership	component-owner	component-owner	calendar-days	components/controls.md#strukturziele-mit-44-px	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	2803	.dt-day		border-radius	var(--radius-sm)	css-ownership	component-owner	component-owner	calendar-days	components/controls.md#strukturziele-mit-44-px	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	2805	.dt-day		font-size	var(--font-size-sm)	css-ownership	component-owner	component-owner	calendar-days	components/controls.md#strukturziele-mit-44-px	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	2823	.dt-day-today		box-shadow	inset 0 0 0 1px var(--accent)	css-ownership	component-owner	component-owner	calendar-days	components/controls.md#strukturziele-mit-44-px	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	2833	.dt-popover .btn-block		class	btn-block	modifier	component-owner	component-owner	button-width	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	2846	.dt-time-input		width	auto	css-ownership	component-owner	component-owner	date-fields	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3054	.info-tooltip-trigger		width	var(--tap-target-size)	css-ownership	component-owner	component-owner	info-trigger	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3055	.info-tooltip-trigger		min-height	var(--control-height)	css-ownership	component-owner	component-owner	info-trigger	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3056	.info-tooltip-trigger		min-width	var(--tap-target-size)	css-ownership	component-owner	component-owner	info-trigger	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3057	.info-tooltip-trigger		line-height	var(--control-line-height)	css-ownership	component-owner	component-owner	info-trigger	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3061	.info-tooltip-trigger		padding	var(--space-1)	css-ownership	component-owner	component-owner	info-trigger	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3063	.info-tooltip-trigger		border-radius	var(--radius-sm)	css-ownership	component-owner	component-owner	info-trigger	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3122	.card		border-radius	var(--radius)	css-ownership	component-owner	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3123	.card		padding	var(--card-padding)	css-ownership	component-owner	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3126	.card		box-shadow	inset 0 1px 0 rgba(255, 255, 255, 0.03)	css-ownership	component-owner	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3160	.list-row		width	100%	css-ownership	component-owner	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3163	.list-row		min-height	var(--row-min-h)	css-ownership	component-owner	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3196	.home-current-navigate		min-width	0	css-ownership	component-owner	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3197	.home-current-navigate		min-height	var(--row-min-h)	css-ownership	component-owner	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3199	.home-current-navigate		padding	var(--card-padding)	css-ownership	component-owner	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3213	.home-current-dismiss		width	var(--tap-target-size)	css-ownership	component-owner	component-owner	row-icons	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3214	.home-current-dismiss		min-height	var(--control-height)	css-ownership	component-owner	component-owner	row-icons	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3234	.more-card		min-height	calc(var(--row-min-h) + var(--space-5))	css-ownership	component-owner	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3236	.more-card		padding	var(--space-5)	css-ownership	component-owner	component-owner	structural-cards	components/controls.md#strukturziele-mit-44-px	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3389	.game-icon-btn		width	var(--tap-target-size)	css-ownership	component-owner	component-owner	row-icons	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3390	.game-icon-btn		min-height	var(--control-height)	css-ownership	component-owner	component-owner	row-icons	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3391	.game-icon-btn		border-radius	var(--radius-sm)	css-ownership	component-owner	component-owner	row-icons	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3467	.skill-suggestion-chip		padding	0	css-ownership	component-owner	component-owner	rating-suggestion	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3468	.skill-suggestion-chip		font-size	var(--font-size-xs)	css-ownership	component-owner	component-owner	rating-suggestion	components/controls.md#zusatzklassen-und-zusammengesetzte-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3474	.skill-suggestion-chip .ui-icon		width	14px	internal-icon	violation	permanent-variant	rating-suggestion-glyph	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Complete the concrete registry ownership/variant entry; product declaration remains unchanged.
server/public/css/style.css	3475	.skill-suggestion-chip .ui-icon		height	14px	internal-icon	violation	permanent-variant	rating-suggestion-glyph	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Complete the concrete registry ownership/variant entry; product declaration remains unchanged.
server/public/css/style.css	3502	.arrival-note-input		min-height	var(--control-height)	css-ownership	component-owner	component-owner	arrival-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3580	.arrivals-carpool-actions .btn		width	100%	css-ownership	violation	permanent-variant	arrival-action-width	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Complete the concrete registry ownership/variant entry; product declaration remains unchanged.
server/public/css/style.css	3593	.arrivals-free-seat-row .btn		width	calc(var(--space-8) + var(--space-8))	css-ownership	violation	permanent-variant	arrival-action-width	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Complete the concrete registry ownership/variant entry; product declaration remains unchanged.
server/public/css/style.css	3594	.arrivals-free-seat-row .btn		padding-top	var(--space-1)	css-ownership	violation	violation	button	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Remove contextual vertical padding; retain only the separately registered layout width.
server/public/css/style.css	3595	.arrivals-free-seat-row .btn		padding-bottom	var(--space-1)	css-ownership	violation	violation	button	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Remove contextual vertical padding; retain only the separately registered layout width.
server/public/css/style.css	3625	.arrivals-sort-button		min-height	var(--control-height)	css-ownership	component-owner	component-owner	arrival-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3628	.arrivals-sort-button		min-width	0	css-ownership	component-owner	component-owner	arrival-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3629	.arrivals-sort-button		padding	0	css-ownership	component-owner	component-owner	arrival-controls	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3642	.arrivals-sort-button .ui-icon		width	1em	internal-icon	violation	permanent-variant	arrival-sort-glyph	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Complete the concrete registry ownership/variant entry; product declaration remains unchanged.
server/public/css/style.css	3643	.arrivals-sort-button .ui-icon		height	1em	internal-icon	violation	permanent-variant	arrival-sort-glyph	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Complete the concrete registry ownership/variant entry; product declaration remains unchanged.
server/public/css/style.css	3711	.arrivals-mobile-sort .arrivals-sort-button		min-height	var(--control-height)	css-ownership	permanent-variant	permanent-variant	arrival-sort-mobile	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3712	.arrivals-mobile-sort .arrivals-sort-button		padding	6px var(--space-3)	css-ownership	permanent-variant	permanent-variant	arrival-sort-mobile	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3714	.arrivals-mobile-sort .arrivals-sort-button		border-radius	var(--radius-sm)	css-ownership	permanent-variant	permanent-variant	arrival-sort-mobile	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3716	.arrivals-mobile-sort .arrivals-sort-button		font-size	var(--font-size-sm)	css-ownership	permanent-variant	permanent-variant	arrival-sort-mobile	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3758	.invite-link-row .btn		white-space	nowrap	css-ownership	permanent-variant	permanent-variant	invite-link-controls	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3758	.invite-link-row > input		white-space	nowrap	css-ownership	permanent-variant	permanent-variant	invite-link-controls	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3918	.chip		border-radius	var(--radius-full)	css-ownership	component-owner	component-owner	filter-chip	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3919	.chip		padding	var(--space-1) var(--space-3)	css-ownership	component-owner	component-owner	filter-chip	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3920	.chip		font-size	var(--font-size-sm)	css-ownership	component-owner	component-owner	filter-chip	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3927	button.chip		min-height	var(--control-height)	css-ownership	permanent-variant	permanent-variant	interactive-chip	components/controls.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/css/style.css	3946	.btn-ready		class	btn-ready	modifier	component-owner	component-owner	button-meaning	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/actionMenu.js	8	summary.btn.btn-sm		class	btn	markup-class	component-owner	component-owner	button	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/actionMenu.js	8	summary.btn.btn-sm		class	btn-sm	modifier	component-owner	component-owner	button-small	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/app.js	575	button.btn		class	btn	markup-class	component-owner	component-owner	button	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/arcadeSound.js	187	button.btn.btn-sm.arcade-mute-btn		class	arcade-mute-btn	markup-class	component-owner	component-owner	arcade-mute	components/controls.md#tokens-und-einzeilige-controls	public/css/arcade.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/arcadeSound.js	187	button.btn.btn-sm.arcade-mute-btn		class	btn	markup-class	component-owner	component-owner	button	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/arcadeSound.js	187			class	btn-sm	literal-modifier	component-owner	component-owner	button-small	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/arcadeSound.js	187	button.btn.btn-sm.arcade-mute-btn		class	btn-sm	modifier	component-owner	component-owner	button-small	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/arcadeUi.js	66	button.btn.btn-sm		class	btn	markup-class	component-owner	component-owner	button	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/arcadeUi.js	66	button.btn.btn-sm		class	btn-sm	modifier	component-owner	component-owner	button-small	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/lobbyReady.js	114	button.btn.btn-sm.btn-equal.btn-ready		class	btn	markup-class	component-owner	component-owner	button	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/lobbyReady.js	114	button.btn.btn-sm.btn-equal.btn-ready		class	btn-equal	modifier	component-owner	component-owner	button-width	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/lobbyReady.js	114	button.btn.btn-sm.btn-equal.btn-ready		class	btn-ready	modifier	component-owner	component-owner	button-meaning	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/lobbyReady.js	114	button.btn.btn-sm.btn-equal.btn-ready		class	btn-sm	modifier	component-owner	component-owner	button-small	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/lobbyReady.js	115	button.btn.btn-sm.btn-equal.btn-primary		class	btn	markup-class	component-owner	component-owner	button	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/lobbyReady.js	115	button.btn.btn-sm.btn-equal.btn-primary		class	btn-equal	modifier	component-owner	component-owner	button-width	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/lobbyReady.js	115	button.btn.btn-sm.btn-equal.btn-primary		class	btn-primary	modifier	component-owner	component-owner	button-meaning	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/lobbyReady.js	115	button.btn.btn-sm.btn-equal.btn-primary		class	btn-sm	modifier	component-owner	component-owner	button-small	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	271		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/arcade/views/arcade.js	279		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/arcade/views/arcade.js	297		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/arcade/views/arcade.js	299		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/arcade/views/arcade.js	369	button.btn.btn-primary.btn-sm		class	btn	markup-class	component-owner	component-owner	button	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	369	button.btn.btn-primary.btn-sm		class	btn-primary	modifier	component-owner	component-owner	button-meaning	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	369	button.btn.btn-primary.btn-sm		class	btn-sm	modifier	component-owner	component-owner	button-small	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	434		emptyStateHtml.style	style	padding:var(--space-4);	empty-state-presentation	violation	violation	empty-state-compact	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Replace this exact protected EmptyState style option with its owner class, preserving the declared values and existing contextual classes.
server/public/js/arcade/views/arcade.js	447	button.btn.btn-sm.btn-equal.btn-primary		class	btn	markup-class	component-owner	component-owner	button	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	447	button.btn.btn-sm.btn-equal.btn-primary		class	btn-equal	modifier	component-owner	component-owner	button-width	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	447	button.btn.btn-sm.btn-equal.btn-primary		class	btn-primary	modifier	component-owner	component-owner	button-meaning	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	447	button.btn.btn-sm.btn-equal.btn-primary		class	btn-sm	modifier	component-owner	component-owner	button-small	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	449	button.btn.btn-sm.btn-equal.btn-danger		class	btn	markup-class	component-owner	component-owner	button	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	449	button.btn.btn-sm.btn-equal.btn-danger		class	btn-danger	modifier	component-owner	component-owner	button-meaning	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	449	button.btn.btn-sm.btn-equal.btn-danger		class	btn-equal	modifier	component-owner	component-owner	button-width	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	449	button.btn.btn-sm.btn-equal.btn-danger		class	btn-sm	modifier	component-owner	component-owner	button-small	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	454	button.btn.btn-sm.btn-primary		class	btn	markup-class	component-owner	component-owner	button	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	454	button.btn.btn-sm.btn-primary		class	btn-primary	modifier	component-owner	component-owner	button-meaning	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	454	button.btn.btn-sm.btn-primary		class	btn-sm	modifier	component-owner	component-owner	button-small	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	474			class	btn-equal	literal-modifier	component-owner	component-owner	button-width	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	474			class	btn-sm	literal-modifier	component-owner	component-owner	button-small	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	476	button.btn.btn-sm.btn-equal.btn-danger		class	btn	markup-class	component-owner	component-owner	button	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	476	button.btn.btn-sm.btn-equal.btn-danger		class	btn-danger	modifier	component-owner	component-owner	button-meaning	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	476	button.btn.btn-sm.btn-equal.btn-danger		class	btn-equal	modifier	component-owner	component-owner	button-width	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	476	button.btn.btn-sm.btn-equal.btn-danger		class	btn-sm	modifier	component-owner	component-owner	button-small	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	483	button.btn.btn-sm.btn-equal.btn-primary		class	btn	markup-class	component-owner	component-owner	button	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	483			class	btn-equal	literal-modifier	component-owner	component-owner	button-width	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	483	button.btn.btn-sm.btn-equal.btn-primary		class	btn-equal	modifier	component-owner	component-owner	button-width	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	483	button.btn.btn-sm.btn-equal.btn-primary		class	btn-primary	modifier	component-owner	component-owner	button-meaning	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	483			class	btn-sm	literal-modifier	component-owner	component-owner	button-small	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	483	button.btn.btn-sm.btn-equal.btn-primary		class	btn-sm	modifier	component-owner	component-owner	button-small	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	484	button.btn.btn-sm.btn-equal		class	btn	markup-class	component-owner	component-owner	button	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	484	button.btn.btn-sm.btn-equal		class	btn-equal	modifier	component-owner	component-owner	button-width	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	484			class	btn-sm	literal-modifier	component-owner	component-owner	button-small	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	484	button.btn.btn-sm.btn-equal		class	btn-sm	modifier	component-owner	component-owner	button-small	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	486	button.btn.btn-sm.btn-equal.btn-danger		class	btn	markup-class	component-owner	component-owner	button	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	486	button.btn.btn-sm.btn-equal.btn-danger		class	btn-danger	modifier	component-owner	component-owner	button-meaning	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	486	button.btn.btn-sm.btn-equal.btn-danger		class	btn-equal	modifier	component-owner	component-owner	button-width	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	486	button.btn.btn-sm.btn-equal.btn-danger		class	btn-sm	modifier	component-owner	component-owner	button-small	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	516	button.btn.btn-primary		class	btn	markup-class	component-owner	component-owner	button	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	516	button.btn.btn-primary		class	btn-primary	modifier	component-owner	component-owner	button-meaning	components/controls.md#tokens-und-einzeilige-controls	public/css/style.css	Existing registered owner/variant; unchanged.
server/public/js/arcade/views/arcade.js	520		emptyStateHtml.style	style	margin-top:var(--space-3);	empty-state-presentation	component-owner	component-owner	empty-state	components/empty-state.md#11-permanente-varianten-und-befristete-ausnahmen	public/css/style.css	Existing registered owner/variant; unchanged.
